Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily_Return,Price_Change,Price_Change_Pct,MA_5,Volatility,Volume_Change,Target,MA_10,MA_20,Momentum,RSI,MACD,MACD_Signal,MACD_Diff,BB_Middle,BB_Std,BB_Upper,BB_Lower,BB_Position,Volume_MA_5,Volume_Ratio,ROC,ATR
1997-06-12 00:00:00-04:00,0.0791670009493827,0.0822919979691505,0.0776040032505989,0.0802080035209655,32640000,0.0,0.0,0.040540774345017905,0.001041002571582808,1.3149450643562937,0.08072920143604274,0.004687994718551608,0.3737373737373737,0,0.0776041008532047,0.0787370007485151,-0.002604998648166698,62.19386509060712,-0.0033815105483677166,-0.004441435766072796,0.0010599252177050794,0.0787370007485151,0.006539926571989028,0.09181685389249315,0.06565714760453704,0.5562316241726175,73752000.0,0.4425642694435405,6.574548475600928,0.005431570644889564
1997-06-13 00:00:00-04:00,0.0812499970197677,0.0812499970197677,0.0791670009493827,0.0791670009493827,13872000,0.0,0.0,-0.012978786728068847,-0.002082996070385007,-2.563687565278587,0.08000000119209284,0.002082996070385007,-0.575,0,0.07802080065011974,0.0777995008975267,-0.005208000540733407,55.405647037446165,-0.003127031832899807,-0.004178554979438198,0.0010515231465383912,0.0777995008975267,0.004742732052698907,0.08728496500292451,0.06831403679212888,0.5720839822206384,45297600.0,0.3062413902723323,5.555997071425184,0.0049107133277825005
1997-06-16 00:00:00-04:00,0.0802080035209655,0.0802080035209655,0.078125,0.078645996749401,18264000,0.0,0.0,-0.006581077895256082,-0.0015620067715645114,-1.9474450216881656,0.07885420024394982,0.0020830035209655068,0.31660899653979246,0,0.07833330035209651,0.07740890085697169,-0.0005210041999817033,49.25351178680206,-0.0029335798201197832,-0.003929559947574515,0.0009959801274547321,0.07740890085697169,0.0042924184207747676,0.08599373769852123,0.06882406401542215,0.5720512174699649,39542400.0,0.46188395241563485,4.137917971101077,0.004389856542859757
1997-06-17 00:00:00-04:00,0.0799480006098747,0.0799480006098747,0.0747400000691413,0.0752599984407424,94128000,0.0,0.0,-0.04305366386858578,-0.004688002169132302,-5.863814145907819,0.07807279974222175,0.005208000540733393,4.153745072273325,1,0.07846349999308581,0.07690105065703387,-0.0018230006098748086,48.17399341290294,-0.003018691870967233,-0.003747386332253059,0.0007286944612858262,0.07690105065703387,0.0038757146451908367,0.08465247994741554,0.0691496213666522,0.3941451856931877,36532800.0,2.5765339639994744,1.760453736094581,0.004389856542859764
1997-06-18 00:00:00-04:00,0.0760419964790344,0.0768230035901069,0.0750000029802322,0.0755209997296333,49296000,0.0,0.0,0.0034679948750784284,-0.0005209967494010925,-0.6851434385270736,0.077760399878025,0.0018230006098746976,-0.47628760836308004,0,0.07893230020999903,0.07658855058252806,-0.004687003791332203,50.37676646588096,-0.0030301534390875656,-0.0036039397536199603,0.0005737863145323947,0.07658855058252806,0.00371084550129816,0.08401024158512438,0.06916685957993174,0.4280790016371407,41640000.0,1.1838616714697405,6.618387376770279,0.004296856799295971
1997-06-19 00:00:00-04:00,0.0755209997296333,0.0765630006790161,0.0750000029802322,0.0755209997296333,20064000,0.0,0.0,0.0,0.0,0.0,0.07682299911975854,0.0015629976987839023,-0.5929892891918208,1,0.07877610027790063,0.0767969004809856,-0.003646001219749395,50.757769009786536,-0.0030046016370269962,-0.0034840721303013677,0.0004794704932743715,0.0767969004809856,0.003513193795162412,0.08382328807131043,0.06977051289066077,0.40920649231554046,39124800.0,0.5128205128205128,-2.026386285201748,0.004296856799295971
1997-06-20 00:00:00-04:00,0.0765630006790161,0.0776040032505989,0.0750000029802322,0.0763019993901252,67752000,0.0,0.0,0.010341489960248085,-0.00026100128889089413,-0.340897413340838,0.07624999880790703,0.0026040002703666965,2.376794258373206,0,0.07812499999999993,0.07712240032851692,-0.00234399735927579,51.1274059982335,-0.002888039977173615,-0.003364865699675817,0.00047682572250220233,0.07712240032851692,0.003108269189286085,0.08333893870708908,0.07090586194994475,0.43401464863310774,49900800.0,1.3577337437475951,-7.86229530202193,0.0043712141258376
1997-06-23 00:00:00-04:00,0.0770829990506172,0.0770829990506172,0.0739580020308494,0.0750000029802322,20952000,0.0,0.0,-0.01706372598751993,-0.002082996070385007,-2.702276891195152,0.07552080005407327,0.003124997019767803,-0.6907545164718385,1,0.07718750014901155,0.07712240032851692,-0.0002599954605101984,51.51559287201574,-0.0028676675643776878,-0.0032654260726161914,0.0003977585082385036,0.07712240032851692,0.003108269189286085,0.08333893870708908,0.07090586194994475,0.3292942776963763,50438400.0,0.41539779215835554,-11.111109148818349,0.00440835686666625
1997-06-24 00:00:00-04:00,0.0752599984407424,0.0763019993901252,0.0739580020308494,0.0755209997296333,15024000,0.0,0.0,0.006946623049314038,0.000261001288890908,0.34679948750784667,0.07557300031185146,0.002343997359275804,-0.2829324169530355,0,0.07682290002703661,0.07694010026752943,0.0,57.37756623667706,-0.0027774653058032645,-0.003167833919253606,0.0003903686134503416,0.07694010026752943,0.0030889006360019992,0.08311790153953343,0.07076229899552543,0.3851451774333472,34617600.0,0.43399889073765946,-4.605455778324295,0.004240999796560836
1997-06-25 00:00:00-04:00,0.0763019993901252,0.0763019993901252,0.0744789987802505,0.0755209997296333,42120000,0.0,0.0,0.0,-0.0007809996604919017,-1.023563821045791,0.07557300031185146,0.0018230006098747115,1.8035143769968052,0,0.07666670009493823,0.07688800022006029,0.0,46.93989734655257,-0.002675141994318425,-0.00306929553426657,0.00039415353994814474,0.07688800022006029,0.00310434491420664,0.08309669004847357,0.070679310391647,0.3899123222285096,33182400.0,1.269347605959786,-2.026386285201748,0.0037760000143732373
1997-06-26 00:00:00-04:00,0.0760419964790344,0.0760419964790344,0.0752599984407424,0.0755209997296333,63792000,0.0,0.0,0.0,-0.0005209967494010925,-0.6851434385270736,0.07557300031185146,0.0007819980382920005,0.5145299145299145,0,0.076197999715805,0.07690105028450485,-0.0007809996604919017,31.578414403046494,-0.0025644882090318094,-0.002968334069219618,0.00040384586018780847,0.07690105028450485,0.003097682359820995,0.08309641500414684,0.07070568556486286,0.38862233158798654,41928000.0,1.5214653692043503,-5.843561222798758,0.0031249996806894088
1997-06-27 00:00:00-04:00,0.0757810026407241,0.0757810026407241,0.0739580020308494,0.0744789987802505,23760000,0.0,0.0,-0.013797499412258718,-0.001302003860473605,-1.7181137951504468,0.07520840018987653,0.0018230006098746976,-0.6275395033860045,1,0.07572919949889179,0.07687500007450576,-0.0005210041999817033,24.325448602340003,-0.002531691293911495,-0.0028810055141579934,0.00034931422024649843,0.07687500007450576,0.003116643474636876,0.08310828702377951,0.07064171312523201,0.3078059526415328,33129600.0,0.7171834250941757,-5.921661946155559,0.003069213990654266
